created_at,epoch,gpu_0,gpu_1,gpu_2,gpu_3,gpu_4,gpu_5,gpu_6,heatmap,loss,max_heatmap,max_paf,min_heatmap,min_paf,paf,tng_loss
2019-08-19 03:08:40.090391,0.0,943.0,10.0,7497.0,7499.0,7499.0,7499.0,10.0,0.05145777761936188,0.3282463550567627,0.000885886955074966,0.001208876958116889,-0.001050106598995626,-0.0012456413824111223,0.003259033663198352,0.328
2019-08-19 03:08:49.268876,0.0,945.0,10.0,7507.0,7503.0,7503.0,7503.0,10.0,0.020268624648451805,0.13889488577842712,0.0022718573454767466,0.003217242658138275,-0.000411752553191036,-0.0019327583722770214,0.0029395166784524918,0.245
